"idweb","dateparution","nomacheteur","objet","etat","url_avis","requetes","mention_AIAct"
"26-10996","2026-02-02","Ville de Mèze","Travaux d'extension et maintenance du système de protection urbaine pour la ville de Mèze","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-10996","video","NON"
"26-19055","2026-02-25","Ville de Franconville-la-Garenne","MISE EN SURETE DES BATIMENTS COMMUNAUX","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-19055","video","NON"
"26-27539","2026-03-18","SEMOP Saint Christol","Aménagement du quartier Saint Christol à Pézenas - Phase 1 et 2 : Travaux","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-27539","video","NON"
"26-31201","2026-03-27","GHT ORNE PERCHE SAOSNOIS","Prestations de Maintenance multi-techniques et de prestations de service pour les Bâtiments du GHT Orne Perche Saosnois – RELANCE lots sans suite","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-31201","video","NON"
"26-6685","2026-01-21","Groupement Hospitalier de territoire - Grand Paris Nord-Est","PRESTATIONS DE SECURITE INCENDIE ET SURETE MALVEILLANCE POUR LE GHT GRAND PARIS NORD EST","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-6685","video","NON"
"26-7675","2026-01-23","Commune d&#039;Aulnoye-Aymeries","Réhabilitation des vestiaires du stade de l'Attoque et de ses abords","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-7675","video","NON"
"26-41177","2026-04-24","Bordeaux Métropole","Fourniture, pose et Maintien en Condition Opérationnelle (MCO) de Faisceaux hertziens","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-41177","video","NON"
"26-10446","2026-01-31","Métropole européenne de Lille","Acquisition de bus électriques standards","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-10446","video","NON"
"26-22085","2026-03-03","Université de Limoges","Accord cadre pour le remplacement du contrôle d'accès des bâtiments de l'Université de Limoges","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-22085","video","NON"
"26-11141","2026-02-03","Mairie de Roquebrune sur Argens","ACCORD-CADRE À BONS DE COMMANDE DE MAÎTRISE D'OeUVRE EN TRAVAUX D'INFRASTRUCTURES / VRD ET AUTRES MISSIONS D'ÉTUDES ASSOCIÉES","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-11141","video","NON"
"26-20667","2026-03-01","Bordeaux Métropole","Fourniture, pose et Maintien en Condition Opérationnelle (MCO) de Faisceaux hertziens","RECTIFICATIF","https://www.boamp.fr/pages/avis/?q=idweb:26-20667","video","NON"
"26-30892","2026-03-25","Direction Interrégionale Services Pénitentiaire de Lyon","Marché de maitrise d'oeuvre pour les travaux de remplacement de vidéo surveillance à la Maison d'Arrêt de Bonneville","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-30892","video","NON"
"26-29202","2026-03-22","Aéroport de La Réunion Roland Garros (974)","Marché de prestation de sureté","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-29202","video","NON"
"26-26927","2026-03-17","Communauté d'Agglomération de Cambrai","Projet aménagements du site de l’aéroplaine","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-26927","video","NON"
"26-30117","2026-03-24","CCAS de Cannes (06)","Services de sûreté et de sécurité","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-30117","video","NON"
"26-33052","2026-04-01","Metropole Toulon-Provence-Mediterranee","24TRAV17 - TRAVAUX DE REQUALIFICATION DE L'AVENUE MARECHAL DE LATTRE DE TASSIGNY A TOULON","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-33052","video","NON"
"26-42100","2026-04-24","Caf de la Gironde","Travaux de réhabilitation du site d'accueil Caf à Floirac","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-42100","video","NON"
"26-2804","2026-01-09","REGION AUVERGNE RHONE ALPES","Travaux d'installation de bâtiments préfabriqués au lycée de La Matheysine à La Mure (38)","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-2804","video","NON"
"26-982","2026-01-07","Département de Seine-et-Marne","ENTRETIEN ET MAINTENANCE DES SYSTEMES DE VIDEOS SURVEILLANCE DES COLLEGES DE SEINE-ET-MARNE","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-982","video","NON"
"26-9647","2026-01-29","REGION AUVERGNE RHONE ALPES","Travaux d'extension-restructuration de l'internat du lycée Louis Mallet à Saint-Flour (15) - 8 lots (AOO)","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-9647","video","NON"
"26-10083","2026-01-29","Sem Arac Occitanie","Lycée Germaine Tillion à Castelnaudary","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-10083","video","NON"
"26-8807","2026-01-28","Ville de Roanne","MAINTENANCE DES SYSTEMES D'ALARMES  DANS LES BATIMENTS","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-8807","video","NON"
"26-34852","2026-04-05","MAIRIE DE REALLON","Placement et gestion d'un programme d'assurance pour les besoins de la Commune de Réallon","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-34852","video","NON"
"26-37963","2026-04-14","Mairie de Clichy-sous-Bois","Entretiens et réparations des portes coulissantes automatiques, portails motorisés, portes sectionnelles et rideaux métalliques y compris leur contrôle d'accès","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-37963","video","NON"
"26-28843","2026-03-19","Direction Interrégionale Services Pénitentiaire de Lyon","Marché de prestations intellectuelles pour le diagnostic de faisabilité d'une opération de remplacement de vidéo surveillance à la Maison d'Arrêt de Moulins","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-28843","video","NON"
"26-35936","2026-04-10","MAIRIE DE REALLON","Placement et gestion d'un programme d'assurance pour les besoins de la Commune de Réallon","RECTIFICATIF","https://www.boamp.fr/pages/avis/?q=idweb:26-35936","video","NON"
"26-20535","2026-03-01","SEMAVO agissant au nom et pour le compte du groupement de commande Ville de Goussainville, Coordonnateur / Communauté d'agglomération Roissy Pays de France","TRAVAUX D'AMENAGEMENTS DES ESPACES PUBLICS POUR LA REALISATION DU PROJET DE REQUALIFICATION DU QUARTIER DE LA GARE DE GOUSSAINVILLE","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-20535","video","NON"
"26-38303","2026-04-16","Musée d'art Hyacinthe Rigaud","ACCORD CADRE PRESTATIONS DE VIDEO SURVEILLANCE DE SURVEILLANCE ET DE SECURITE INCENDIE DU MUSEE D'ART HYACINTHE RIGAUD","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-38303","video","NON"
"26-37402","2026-04-15","DEPARTEMENT DE SAONE ET LOIRE","Maintenance des systèmes de contrôle d'accès, d'anti-intrusion, vidéo surveillance et prestation de télésurveillance avec levées de doute de différents sites du Départements de Saône et Loire et de...","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-37402","video","NON"
"26-26229","2026-03-15","SEMAPA","Phase candidature - Construction d'un équipement multisports - ZAC Python-Duvernois, Paris 20ème - Relance du lot 4","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-26229","video","NON"
"26-26039","2026-03-14","SPL ARAC OCCITANIE","Travaux pour l'extension et la réhabilitation de l'Ecole Nationale Supérieure d'Architecture de Toulouse (Opération n°50232)","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-26039","video","NON"
"26-34903","2026-04-05","GRAND PORT MARITIME DE MARSEILLE","ETUDES POUR LA MODERNISATION DU SERVICE DE TRAFIC MARITIME DU GRAND PORT MARITIME DE MARSEILLE","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-34903","video","NON"
"26-40680","2026-04-23","Ville de Gennevilliers","Gestion d'un réseau de télésurveillance dans les bâtiments communaux de la Ville de Gennevilliers","RECTIFICATIF","https://www.boamp.fr/pages/avis/?q=idweb:26-40680","video","NON"
"26-32008","2026-03-29","Université Côte d'Azur","Marché de maintenance et de travaux des installations de sûreté d'Université Côte d'Azur","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-32008","video","NON"
"26-5500","2026-01-18","EPF d'Occitanie","PRESTATIONS DE GARDIENNAGE ET DE TELESURVEILLANCE POUR LES BESOINS DE L’EPF D’OCCITANIE","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-5500","video","NON"
"26-12734","2026-02-06","URSSAF MIDI PYRENEES","MARCHE DE MAINTENANCE DES INSTALLATIONS ET EQUIPEMENTS DE SECURITE INCENDIE ET INTRUSION DES SITES DE L'URSSAF MIDI-PYRENEES","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-12734","video","NON"
"26-8075","2026-01-25","DIR Centre Est","Missions de contrôle technique relatives à des marchés de mise en oeuvre d'équipements dynamiques sur le réseau routier national de la DIR Centre Est","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-8075","video","NON"
"26-14499","2026-02-12","SEM ARAC OCCITANIE","Reconstruction de l'internat du Centre Hospitalier de Béziers - Lots 02 à 20","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-14499","video","NON"
"26-23959","2026-03-10","URSSAF MIDI PYRENEES","MARCHE DE MAINTENANCE DES INSTALLATIONS ET EQUIPEMENTS DE SECURITE INCENDIE ET INTRUSION DES SITES DE L'URSSAF MIDI-PYRENEES","RECTIFICATIF","https://www.boamp.fr/pages/avis/?q=idweb:26-23959","video","NON"
"26-26420","2026-03-15","Ville de Gennevilliers","Gestion d'un réseau de télésurveillance dans les bâtiments communaux de la Ville de Gennevilliers","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-26420","video","NON"
"26-30292","2026-03-25","M. Le maire","Sécurité Dôme et Palais des Sports","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-30292","video","NON"
"26-29118","2026-03-20","Cté de Cnes de la Basse Zorn","Travaux de Construction d'une déchetterie unique sur la Commune de KURTZENHOUSE","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-29118","video","NON"
"26-29862","2026-03-23","Théâtre National de l'Opéra Comique","TRAVAUX DE MODERNISATION DE LA CAGE DE SCÈNE, TRAVAUX DE SÛRETÉ, TRAVAUX DE DIFFUSION DE LA SALLE FAVART ET POINTS D'ANCRAGE","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-29862","video","NON"
"26-34190","2026-04-04","Université Côte d'Azur","Marché de maintenance et de travaux des installations de sûreté d'Université Côte d'Azur","RECTIFICATIF","https://www.boamp.fr/pages/avis/?q=idweb:26-34190","video","NON"
"26-122","2026-01-02","Communauté de communes Retz-en-Valois","Maîtrise d’œuvre pour la création d'une nouvelle déchèterie à Villers-Cotterêts","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-122","video","NON"
"26-3313","2026-01-12","Ville de Migennes","Pour l'extension du dispositif de vidéo de protection urbaine","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-3313","video","NON"
"26-34941","2026-04-05","SIMOUV","Sécurisation des dépôts de Transvilles de Saint-Waast, Denain et Saint-Saulve","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-34941","video","NON"
"26-22610","2026-03-04","Societe Ports De Toulon - La Seyne","Realisaton Des Travaux De Viabilisation Et Refection Du Quai Colis Lourds De Bregaillon","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-22610","video","NON"
"26-26525","2026-03-15","Métropole du Grand Nancy - Service Commande Publique","Maintenance des installations techniques dans les bâtiments de la Métropole du Grand Nancy-.","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-26525","video","NON"
"26-5784","2026-01-18","SPL ARAC OCCITANIE","Travaux pour la construction de l'ensemble immobilier « Halle des Mobilités »  du Pôle d'Echange Multimodal (PEM) de Marengo à Toulouse (Opération n° 50320)","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-5784","video","NON"
"26-37750","2026-04-15","Ville de Gennevilliers","Gestion d'un réseau de télésurveillance dans les bâtiments communaux de la Ville de Gennevilliers","RECTIFICATIF","https://www.boamp.fr/pages/avis/?q=idweb:26-37750","video","NON"
"26-14287","2026-02-11","CETIM","SERVICES DE COMMISSAIRE AUX COMPTES","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-14287","video","NON"
"26-27161","2026-03-18","Aéroport de La Réunion Roland Garros (974)","Marché de prestation de sureté","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-27161","video","NON"
"26-27193","2026-03-18","Ville de Melun Pôle Ressources, Services à la population et Transition Ecologique             Service de la Commande Publique","FOURNITURE DE VETEMENTS,  CHAUSSURES ET PETITS EQUIPEMENTS POUR LA POLICE MUNICIPALE","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-27193","video","NON"
"26-30674","2026-03-26","SEM ARAC OCCITANIE","Reconstruction de l'internat du Centre Hospitalier de Béziers - Lots 02 à 20","RECTIFICATIF","https://www.boamp.fr/pages/avis/?q=idweb:26-30674","video","NON"
"26-14967","2026-02-11","Direction interrégionale des services pénitentiaires du Grand Est - Département des affaires immobilières","Travaux de restructuration et extension du quartier d’isolement (QI) et du quartier disciplinaire (QD) de la maison centrale d’Ensisheim","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-14967","video","NON"
"26-36481","2026-04-12","VILLE de PARIS - DFA - SDA","Fourniture, conseil, installation et maintenance de matériels audiovisuels en 4 lots séparés","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-36481","video","NON"
"26-38208","2026-04-16","PFC Sud","Accueil sécuritaire, filtrage, contrôle d’accès, surveillance -gardiennage, sûreté aéroportuaire, sécurité incendie, assistance secours à personnes,  protection des personnes et environnement.","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-38208","video","NON"
"26-41527","2026-04-23","Région Auvergne-Rhône-Alpes","BHNS Trévoux-Lyon - Marché de sécurisation par vidéo-surveillance du site de Maintenance et de Remisage à Reyrieux","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-41527","video","NON"
"26-39355","2026-04-19","VILLE de PARIS - DFA - SDA","Maintenance multi-technique des installations techniques du stade Charléty","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-39355","video","NON"
"26-9691","2026-01-28","Université de Perpignan Via Domitia","Prestations de modélisation visant à la modélisation, la prévention des situations de prise de décisions à risque en milieu montagnard avec IA, collecte de données, réalité virtuelle.","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-9691","IA_migration|IA_tout","NON"
"26-12963","2026-02-08","EPCIC","La réalisation d’une étude sur l’intégration de l’Intelligence Artificielle générative au sein de la CCI de Corse","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-12963","IA_justice|IA_tout","NON"
"26-29022","2026-03-22","Caisse des dépôts","Accord-cadre pour la mise à disposition de solutions d’intelligence artificielle pour le Groupe Caisse des Dépôts","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-29022","IA_justice|IA_tout","NON"
"26-29582","2026-03-24","FRANCE TRAVAIL","ACCORD-CADRE D’ACCOMPAGNEMENT NATIONAL DE FRANCE TRAVAIL DANS LE CADRE DE LA CREATION ET LA REVISION DE SA CONFORMITE RGPD/RIA/HOMOLOGATION DES SYSTEMES D’INFORMATION","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-29582","IA_justice|IA_tout","OUI"
"26-28805","2026-03-21","FRANCE TRAVAIL","ACCORD-CADRE D’ACCOMPAGNEMENT NATIONAL DE FRANCE TRAVAIL DANS LE CADRE DE LA CREATION ET LA REVISION DE SA CONFORMITE RGPD/RIA/HOMOLOGATION DES SYSTEMES D’INFORMATION","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-28805","IA_justice|IA_tout","OUI"
"26-18469","2026-02-22","FRANCE TRAVAIL","ACCORD-CADRE D’ACCOMPAGNEMENT NATIONAL DE FRANCE TRAVAIL DANS LE CADRE DE LA CREATION ET LA REVISION DE SA CONFORMITE RGPD/RIA/HOMOLOGATION DES SYSTEMES D’INFORMATION","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-18469","IA_justice|IA_tout","OUI"
"26-22956","2026-03-05","AD Normandie","Conception, déploiement et maintenance d'une plateforme d'intelligence artificielle générative pour l'AD Normandie","RECTIFICATIF","https://www.boamp.fr/pages/avis/?q=idweb:26-22956","IA_tout","NON"
"26-42344","2026-04-27","Entente pour la Forêt Méditerranéenne","Fourniture d'un serveur de calcul dédié aux modèles d'intelligence artificielle","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-42344","IA_tout","NON"
"26-23086","2026-03-05","AD Normandie","Conception, déploiement et maintenance d'une plateforme d'intelligence artificielle générative pour l'AD Normandie","RECTIFICATIF","https://www.boamp.fr/pages/avis/?q=idweb:26-23086","IA_tout","NON"
"26-16552","2026-02-16","AD Normandie","Conception, déploiement et maintenance d'une plateforme d'intelligence artificielle générative pour l'AD Normandie","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-16552","IA_tout","NON"
"26-35846","2026-04-08","Centre national de la musique","MESURE DES ENJEUX SOCIAUX, ENVIRONNEMENTAUX ET ECONOMIQUES RELATIFS A L’USAGE DE L’INTELLIGENCE ARTIFICIELLE GENERATIVE DANS LA FILIERE MUSICALE FRANÇAISE","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-35846","IA_tout","NON"
"26-15001","2026-02-11","Agence régionale du numérique et de l&#039;intelligence artificielle","Tierce de maintenance applicative du logiciel CmaCarte","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-15001","IA_tout","NON"
"26-15022","2026-02-13","Agence régionale du numérique et de l&#039;intelligence artificielle","Assistance téléphonique de niveau 1 et SVI","INITIAL","https://www.boamp.fr/pages/avis/?q=idweb:26-15022","IA_tout","NON"
"26-26129","2026-03-13","Neoma Bs Reims","Solutions logicielles pour l'analyse automatisée de dossiers de candidature et la gestion des entretiens assistée par l'Ia et les tests de langues en ligne","RECTIFICATIF","https://www.boamp.fr/pages/avis/?q=idweb:26-26129","IA_tout","NON"
"26-11907","2026-02-03","Odyssi","Remplacement et mise en production de firewalls de nouvelle génération Fortigate - Sécurisation du système d'information d'Odyssi","RECTIFICATIF","https://www.boamp.fr/pages/avis/?q=idweb:26-11907","IA_tout","NON"
